user_name,age_range,review,review_star,list_of_recommends
anisyaseptia,19 - 24,"teksturnya emang agak berat, tp selama aku make ini tetep enak. awalnya aja kalo di pake wajah kita jd putih banget, tp lama lama nggak. aku udah pake sun screen ini bertube-tube, tp sayang banget sun screennua ngeluarin kyk daki gt:( jd kadang suka sebel. ",3,Yes
gr8ful,19 - 24,"teksturnya sperti gel dan bau nya lumayan bgus tpi kekurangannya di aku dia meresapnya lama banget wlaupun teksturnya ringan huhuhu tpi dia tidak ada whitecast sama skali, harganya trjangkau dan dapetnya gmpang jugaa",3,Yes
hielzone,25 - 29,ini sunscreen pertama yang aku coba. Pertama kali dipake ngerasa tambah berminyak nih wajah aku. terus gak tau kenapa tiap abis pake ini sunscreen apalagi gak dibarengi sama produk lain diatasnya kayak make up wajahku malah keliatan tambah kusem gitu. ,3,Null
tikasanoo,25 - 29,"kemakan racun review yucup yg katanya bagus pengen nyobain lah, sapa tau jodoh kan yaa. nyari yg lebih hemat dan mudah di carinya. ternyata gk cocok di aku😢 gagal hemat dah. tp tergantung masing2 kulit jg sih yaa. kalo tidak mencoba mana tahu",3,Yes
amazasalsa,19 - 24,"Aku make ini waktu SMP, zaman belum ngerti skincare sama sekali (yang sampai sekarang dampak buruknya masih terasa, kulit jadi acne prone, pori2 gede, spider veins lumayan muncul, dan gabisa make sembarang produk ☹️)semua produk dari banyak brand lokal aku cobain, mostly brand Wardah, karna brand ini yang paling gampang ditemuin. Kalo make ini bikin wajah jadi agak gelap dan kusam, minyakan, dan timbul jerawat. Trus gatau kenapa aku ga pernah cocok pake produk brand ini (sampai sekarang, setelah paham skincare masih berusaha nyoba, tetap aja ga cocok, pasti nimbulin jerawat, apapun itu produknya. Apaqah mukaqu haram?☹️☹️☹️)",3,No
belvaelv,18 and Under,"ss wardah ini lumayan bagus sih sebenernya, tapi kalo dipake kebanyakan jd timbul whitecast gitu :( ss nya teksturnya ringan jadi gampang menyerap, ga lengket, tapi muka aku jadi kusam pas make ss wardah ini :(

 repurchase : no",3,No
naygomez,25 - 29,"Make gak sampe habis, karna ngerasa malah kusam ketika make ss ini. Terus kukasih ke adikku, di wajah dia malah bagus. Padahal makenya udah sesuai takaran, double dan triple cleansing juga jalan. Tetep aja merasa kusam. Maaf wardah, kita memang ga pernah berjodoh huhuhu",3,No
Rarafio,19 - 24,"awal2 takut bgt cobain produk ini karna liat review disini, and then kepaksa gitu buat beli. bentuknya gel jadi lebih enak buat dikulit oily kaya aku, pas dipake emg agak susah di blend but so far bagus sih ga bikin muka ku berminyak banget karna pake sunscreen ini. yang paling aku suka dari sunscreen ini dia kaya memudarkan jerawat aku yg msh merah2 jadi ga terlalu keliatan gitu. pokoknya suka!!! ",3,Null
Mayadewisld,19 - 24,"aku gak cocok pake sunsreen ini, setelah aku pake kedua kalinya langsung tumbuh jerawat dong, wanginya juga agak menganggu ya menurutku. tekturnya biasa aja terus setelah aku blend di wajahku kayak kusam gitu, padahal aku kira produk ini bagus.",3,Null
Novikusuma123,19 - 24,"Ga syukkkaaaa😭 soalnya dia tekstur nya lengket banget pas di aplikasiin. Wanginya juga nyenget banget (rata"" wardah emang nyengat wangi produknya, menurutku sih) emg sih harganya ramah banget. Sayang dia ga ramah di kulit sensitifku",3,Yes
daniaahn,18 and Under,"mungkin manfaatnya bagus yaa. pas make jadi glowing parah sihh tapi rada susah nyerap menurut aku, trs jangan yang pake suncreen aja, harus pake bb/foundie trs bedak, soalnya aku pake bedak doang siangnya kucel banget berminyak:(( jd sama aku dipake buat sunscreen tangan aja deh.. ",3,Null
Annidaqonita,25 - 29,"Aku ngerasa biasa aja, ga bikin break out juga ga pengaruh banyak juga sih
Murah juga.. tapi hampir habis sih untuk produk nya. Kalau lagi butuh yang murah yaa aku beli ini aja hehehhee
Thank you wardah",3,No
kamilazizar,25 - 29,"(re-write, dulu nulis di produk yg ganda) Sunscreen pertamaku~ Tapi mau gak mau pd akhirnya nge-iya-in gut feelingku kalo aku tuh kurang cocok sm sunscreen ini :< Syg bgt pdhl local product, spf 30 broad spectrum & harganya affordable. Beli ini terutama krn embel2 GEL-nya, which is ekspektasiku bakal cocoklah sm kulit oily. Pas dipake emg gak terlalu creamy, gampang dibaurnya. Tp entah knp kyk gak mudah nyerap & ngasih feeling greasy lengket gak betah gt deh. Trs kalo udh siang bikin kulitku yg oily, makin oily. Repurchase? Sorry, no. Tp kyknya bakal cocok utk kulit normal to dry.
Sunscreen ini jadinya aku kasih ke ibuku, drpd mubazir 😂",3,Null
reginaarifah,25 - 29,"untuk wajahku yang kering dan sensitif ini, waktu itu pernah pakai dan ga cocok di kulit aku. pas pake, besoknya agak bruntusan bentol kecil, mungkin karna ada fragrancenya yah, jadi sekarang udah ga pernah pake lagi.",3,Null
aidahakmi23,19 - 24,"teksturnya kental banget, bikin wajah oily, susah nyerap, kurang ngelindungin dari sinar uv, jdi masih gosong, mau reapply lagi tapi wajah udah minyakan :') tapi mudah ditemuin di mana aja bahkan di toko-toko kecil, worth the price sih, aromanya jga lembut",3,Null
r_hani,19 - 24,"Cocok buat yang sering keluar rumah atau aktifitas outdoor, aku selalu pake tiap keluar rumah dan memang enak banget. kulitku jadi ngga sehitam pas ngga pake sunscreen, tapi sayangnya finishnya terlalu glossy jadi kelihatan berminyak gitu kalo ngga ditutup sama bedak",3,Null
arifianinp,19 - 24,"GAK COCOK :((((
sedih gak sih ada produk sehype itu pada masanya dan murce tapi gak cocok :((
Waktu dipakai kulit jadi super berminyak padahal kulitku kombinasi, yang bagian suka kering nglotok aja jadi berminyak pakai ini :(((
terus bikin kusam + jerawatan di aku :(((
segitunya sama kulitku :((( padahal aku pengen banget cocok sama wardah soalnya gampang nyarinya",3,Null
susilawtt_,19 - 24,"Gak cocok pake sunscreen ini, di wajahku malah tambah kusam, berminyak. Alhamdulillah nya gak bikin wajah jerawatan. Jadi aku pake sunscreen ini buat di tangan atau kaki. Supaya bisa kepake. Sayang kalo di buang. ",3,Null
AL1ce,19 - 24,"dulu pernah make ini sunscreen, awal nya coba-coba aja sih karna katanya cocok untuk kulit yg oily, tapi pas kucoba ntah kenapa di wajah rasanya kayak terlihat kusam gitu sih, jadi sekarang udh lama beralih ke produk lain",3,Null
aarars,19 - 24,"Edit review ini. Awalnya aku bilang cocok2 aja. Emang sih ga beruntusan atau jerawatan gitu. Tapi lama kelamaan aku ngrasa kalo mukaku makin kayal tangki minyak, makin oily. Dipake bentar uda berasa ga enak. Bilangnya teksturnya gel, padahal yang ada kayak lotion gitu. Setiap kali habis diaplikasikan bentar bikin gerah bgt, apalagi aku yang gampang berminyak dan berkeringat gini",3,No
auffaliya,25 - 29,"Awal-awal pake oke aja sib gada yang macem2, tp setelah beberapa saat mukanya jadi berminyak bangeet. Lebih berminyak dr pada biasanya. Udah gitu ada efek white cast nya jugaa. So, gak cocok kayanya di aku bye haha",3,Null
ochcha,19 - 24,"Sunscreen ini oke dan affordable buat temen-temen yang baru pertama kali mau coba pake sunscreen. Sayangnya aku ngerasa kulitku lama-lama jadi oily banget begitu pake ini, padahal kulitku cenderung kering",3,No
Nuruleby19,19 - 24,"overall sih suka sama sunscreennya sih wardah ini, cumannnnn di akunya jadi kusam gitu di pas udah di apply jatohnya kaya belum mandi gitu mukanya, konsistensinya agak cair jadi cepat nyerap di muka gitu",3,Null
isminurahma,25 - 29,"teksturnya cair banget menurutku, dan agak lengket di kulit. Selain itu setelah pemakaian muka terkesan jadi putih karena pemakaian sunscreen ini, tapi lama kelamaan warna kulit akan normal lagi sih. tapi kalo buru-buru dan mau apply make up jadi susah karena kulit muka yg putih gak wajar.",3,Null
Nurulfaadilah,19 - 24,"Hmm teksturnya menurutku bukan gel melainkan krim yg creamy gitu, tapi emang kalau dia kering,berubah jadi gel putih gitu.Wanginya ena dehh tapi yang bikin aku kurang suka,ss ini amat lengkettt bikin greasy dan minyakan.Padahal lumayan murah dan gampang ditemuin.So sorry wardah aku selingkuh😭😂",3,No
Wahyurisma,19 - 24,"Ah, aku gak tahu harus bilang apa 😂 saking speechlessnya. Awalnya nyoba ini karena kena racun temen2 sih. Mereka bilang aku harus pakai sunscreen dan rekomendasi in sunscreen wardah ini untuk aku. Eh, baru 3 kali pemakaian wajah aku langsung bruntusan dan Kusam dong. Langsung stop pakai ini dan gak berani lagi nyoba2 😢",3,Null
adzaaniya,19 - 24,"Setelah habis tube ke 3 baru nyadar kalo sunscreen ini comedogenic di aku :( padahal lagi rutin skincare dan treatment untuk si black dan whitehead tapu ternyata produk yang essential buat sehari-hari malah comedogenic, satir gak tu. Lagi proses pencarian sunscreen yang cocok, sementara ini pake Sunplay Rohto yang SPF 50++",3,Null
Rantiekaa,19 - 24,"Sun screen yg aman banget buat perdompetan, nyobain punya mama sih awalnya tapi ngga cocok. Kulit ku dry tapi pake ini malah berminyak parah bukan glowing, kusam, lengket. Padahal berharap banget cocok karena murah meriah dan bisa minta punya mama hehehe",3,Null
liaard,18 and Under,"aku pake sunscreen buat di wajahku. aku pikir bagus kan buat kulit ku yang oily dan jerawatan. but it's not!! :( iya sih, ga buat wajah jerawatan ataupun bruntusan. but it makes my skin duller than before. :( ya sunscreen ini gatau kenapa ngebuat wajahku makin kusam. masih nyari sunscreen yang cocok huhu T-T repurchase? absolutely not",3,Null
TamiTan,19 - 24,"jujur, produk ini aku kurang suka. krna ada whitecastnya gitu. jdi ganggu. baunya sih wangi gk mslh. cmn ya gitu aku gk suka nya whitecastnya itu. sooo, aku gk repurchase dan aku kasih ke temenku aja wkwk ",3,Null
egaparamitha,19 - 24,"Ini bakal cocok untuk yg punya muka kering. Klo aku pake pas kondisi muka lg agak minyakan malah timbul jerawat & jatuhnya kusem. Klo lg kering sih bagus” aja. Trus ga tau kenapa kalo pake ini rambut selalu lepek jadinya, padahal pas apply rambut udah diiket & dibando. Jadi aku makenya tergantung kondisi kulit pada saat itu aja.",3,Yes
vidiageg,19 - 24,pake sunscreen ini lumayan bisa nglindungin kulit aku yang dry dari paparan sinar matahari. harganya juga affordable gak terlalu mahal. packagingnya juga gak makan tempat buat dibwa kemana2 . aku pake ini soalnya sering banget kegiatan outdoor dan kulit aku sensitif banget dan cepet kusam kalau lama2 kepanasan.,3,Null
cherry90,30 - 34,"sebenarnya gk pernah cocok sama brand ini cuma gr2 nyari sunscreen dan mba2 spg nawarin ini yaudah beli.
di aku sih kadang bikin bruntusan,trs kyk panas gt habis di apply ke wajah.
trs harganya agak lumayan mahal untuk isi yg segitu",3,Null
vndeumi,19 - 24,"ss lokal yang lumayan ramah di kantong, tetapi saat memakai ini bener bener bikin minyakan dan agak berasa kusam? dan proteksi nya agak kurang menurut ku,  krna muka masih tetap belang walaupun udh pake sesuai takaran. dan menimbulkan jerawat",3,Null
dwirdee,19 - 24,"dulu beli ini iseng aja pengen coba pake sunscreen. pas dipake ,ini bikin wajahku kusam & berminyak . pokoknya ga banget. abis itu besoknya muncul beruntusan gtu di jidat.  gangerti gapernah cocok ama produk wardah :(",3,Null
pujajihan,19 - 24,"tadinya aku pikir bakal cocok :) tapi sekitar sebulanan jerawat aku gak ilang2, dan gak kempes2. dan klo sunscreen nya di berentiin jerawatku kempes juga kering. sayang banget kayaknya gak berjodoh. padahal isinya itu banyak sampe sering aku pake di tangan, dan harganya juga pas di kantong mahasiswi 😭",3,Null
Arkannisa,25 - 29,"Wardah Sunscreen Gel SPF 30 ini lumayan cocok sih di kulitku. Gak bikin breakout atau beruntusan, juga gak meninggalkan white cast di muka gw, meskipun teksturnya cenderung agak berat. Produk ini juga membuat wajah gw terlihat lebih cerah setelah mengaplikasikan powder di atasnya (biasanya kalau gw lagi males pakai foundation, dll). Teksturnya agak lengket, berwarna putih seperti perpaduan krim dan gel, dan ada sensasi dingin ketika diaplikasikan di muka. Kemasannya standar, seperti produk-produk drugstore pada umumnya, berbentuk tube yang bisa digunakan hingga tetes terakhir. I recommend this product untuk jenis kulit combination to dry, khususnya buat kamu yang sedang mencari sunscreen murah dengan hasil lumayan bagus.",3,Null
Veaveyaanggun,19 - 24,"kualitas b aja sih untung murah jadi ngga nyesel2 amat belinya. dia ngga nglembabin wajahku yg kering, tapi plusnya dia cepet ngresep diwajahku entah ngresep atau langsung ilang gatau jg sih intinya kalo rephurcase sih no cari yg lain aja",3,Null
Santayg,25 - 29,"dulu beli karena ada di minimarket terdekat, dan tidak ada kandungan Paraben serta harga nya yg murah meriah. di pake di wajah sih lembab, tapi kalo udh lama di bawah matahari bikin berminyak banget. aku ga cocok deh sama Aloe Vera di wajah gitu, bikin berminyak",3,Null
stefaniputria,25 - 29,Sunscreen yang bolak-balik purchase habis ganti dari emina sunscreen. Pertama apply di muka langsung glowing kalau ngga di timpa sama loose powder. Tekstur nya ga lengket banget kayak emina mudah banget di applykan. Kalau agak siangan emang sedikit bikin kusem tp kalau di apply ulang habis wudhu ga bikin kusam banget di muka balik agak glowing di muka. ,3,Null
zahraahizzati,18 and Under,dan 3× repurchase. alasanya mungkin karna blm nyobain + nemu yg cocon dri ini. prnh nyoba emina tapi langsung breakout parah. akhirnya balik ke ini lagi hahaha. abis make ini jadi kayak glowing gt?😂  kalo dah siang keknya makin kusem ni muka. di hidung jg berminyak gt. alasan ttp make si wardah karena cuma dia yg ga bikin jerawatan. ada saran sunscreen lain gak gaes?,3,Null
fadyasta,19 - 24,"Setelah pakai SS saudaranya diaku kurang cocok, aku nyoba pakai ini. Tapi menimbulkan whitechase diaku. Dan bikin oily gitu. Jadi aku stopin dan kasih ke adik aku. Emang kulit aku kurang cocok sih sama produk wardah. ",3,Null
oimei_,19 - 24,"Gatau kenapa dimukaku jadi bruntusan, bikin gelap dan kayak nambah kusam gitu :( padahal pengen pake. Menurutku agak lengket sih apalagi kalo habis pakai produk ini kemudian kalian pakai bedak. Untuk baunya aman aja nggak menyengat 👍 isinya dikit banget. Mau coba produk lain dulu dehh",3,No
Radhahsnh,19 - 24,Pake ini dri jaman smp utk bertahun2 tapi ya biasa aja... bikin muka agak minyakan. Ada white cast nya juga yg agak ganggu utk skrg. Lama kelamaan bikin wajah agak kusam. Tapi protect nya emang bagus dulu jaman smp mantai jd gak belang dehh,3,No
GabrielaGillian,25 - 29,"Menurutku so so aja.. kalau kena panas terlalu lama tetep aja jd belang. kurang nampol perlindungan utk wajahku. tp lumayanlah produk lokal hrgnya jg murmer, cmn krn wajahku oily bgt, jd kalau ga ditimpa lg pake primer yg matte hasilnya bakalan minyak bgt.. so annoying!",3,No
tinimae,19 - 24,"baru ini nemuin sunscreen gel , dikulit aku apply jadi kerasa dingin dan nyaman banget. fresh trus gitu. wanginya juga sedeng gak nyengat banget, aku sukakk.. niatnya pake ini sih buat ngelindungin kulit aku yg belang biar gak tmbah belang lagi kalau kena sinar matahari, tp masih blm bisa juga nyerahin dan ratain warna kulit aku ...huh",3,Null
tinajeem,19 - 24,"pertama pake masih oke oke aja, ada sensasi coolingnya tapi lengket banget dan langsung glowing parah. dari dulu emang gak suka sama hasil yang terlalu bikin muka glowing. dan lama-lama pake ini jadi bruntusan, jadinya di stop deh",3,Null
lumuthia,19 - 24,"Dengan harga yang sangat amat terjangkau untuk kalangan pelajar dulu aku selalu pake ini, efeknya ga aneh aneh dan ini ada efek melembabkan dan gak bikin minyakan untuk kulit aku ya. Di re-apply pun gak bikin muka jadi oily",3,Yes
atmaranti,19 - 24,i dunno why di aku rasanya aneh(?) agak minyakan gitu jadinya setelah pake ini (fyi kulitku normal to dry) meskipun tida meninggalkan whitecast but ko malah jerawatan ya apa mungkin krn abis on my period tapi tapi entahlah agak ga enak aja gitu(?),3,Null
nadzraaa,18 and Under,"Gotta be the first of ma sun screen, jadi ini dibeliin mama pertamanya dan lumayan bagus juga gabikin muka greasy gitu cuma yang ga aku suka dari product ini tuh pas dia kena air atau keringet rasanya lengket banget gitu. Padahal makenya udah lebih dari 3 jam an :( Tapi bagus, cuma gakuat aja sama lengketnya.",3,Null
Arsheniasangian,19 - 24,"oh ini si sunscreen kontroversi wkwkwk.. pdhl harga ok, packaging ok, cpet meresap, no white cast. But sadly, sunscreen ini bikin wajahku lebih cpet oily drpd sblmnya (aku bs pake paper oil 2 jam sekali gara2 ini) dan kok aku ngerasa wajahku keliatan lbh kusam setelah pake sunscreen ini. Ad yg ngerasa hal yg sm ga? Tp yaudahlah drpd ga pake sm sekali, jd setelah ngabisin ini aku ga akan repurchase lagi.",3,Null
yk_anita,25 - 29,"sunscreen pertama yang dicoba dan bikin kulit makin tambah berminyak. Harganya sanagt terjangkau di kantong mahasiswa, gak bikin breakout dan pemakaian buat sehari-hari awet banget. gak bakal repurchase lagi.",3,Null
Tiananov,19 - 24,"Lama ngeresapnya diaku, dipake sih enak enak aja sih dingin gitu cuman klau mau buru2  agak ribet sih ,tapi kadang aku ngerasa buat beruntusan juga jafi cari cari yang lebih cocok sih yang gak buat beruntudan ",3,Null
fia_ks,25 - 29,"Pertama kali pake ini awalnya gak ngerasa cakey atau gmn gitu..tp setelah berminggu2 baru ngerasa mukaku makin oily..jadi bikin jeriwi2 dimukaku makin tumbuh subur..tetiba liat video ka Affy di yt fd ttg sunscreen ini dan kusudahi saja krn emg ini gak cocok bgt buat muka oily, so repurchase? Nope",3,Null
ohsrush,18 and Under,"ini sunscreen untuk dry skin apa gimana ya? soalnya aku pake ini bikin wajahku yg oily tambah minyakannn dan tambah lusuh/mbladhus gitu. bikin jerawatan juga di aku:( bagusnya mungkin di harga ya, ga terlalu mahal untuk anak sekolah. packaging nya juga bagus.",3,Null
FridaZahra10,19 - 24,"menurutku ini sunscreen bikin muka jember alias dekil dan berminyak jd kalau pake ini keknya harus bgt ditumpuk bedak lg kalo untuk spf nya sih oke lumayan spf 30 cukup untuk terpapar cahaya matahari tp ttp ya kalo kalian lama di luar ruangan harus ngeapply lg sunscreennya,untuk harga lumayan terjangkau untuk pelajar.",3,Null
ummuaiman14,19 - 24,"sygnya di wajahku yg berminyak dan bruntsan ini gak cocok pake ini soalnya mukaku langsung bruntusan hikss, tp ngga bikin lengket juga sih, boleh pake sih tp cuma klo lg mau aktivitas dluaran yg kena panas ",3,Null
nayasalsabill,19 - 24,"sunscreen ini bagus cukup enak dipake tapi... pas di aplikasikan ke wajah jadi ada white cast dan agak susah di bland, produk ini juga bikin minyak di wajahku makin banyak. harganya sangat affordable untuk sunscreen",3,Null
helvyradhina,19 - 24,"suncreen wardah ini gatau kenapa kupake kaya panas gitu, padahal biasanya sm produk cocok2 aja (muka badak wkw) dan terlalu white cast jadi sekarang sudah berpindah tangan ke sepupu. pdhl berharap cocok karna harganya murah",3,Null
moniquenjc,18 and Under,"sunscreen yg berhasil bikin mukaku yg sudah kilang minyak, tambah minyakan lagi:))
teksturnya emg lumayan thick sih, tp ganyangka dia bakal bikin seminyakan itu. trs aku bruntusan jg stlh make ini utg gaparah:)) entah karena fragrancenya atau hal lainn, tp klo ditanya mau relurchase? definitely no walaupun harganya sgt menjanjikan",3,Null
tommysumanto,19 - 24,"Satu lagi produk Sunscreen dari merk lokal Indonesia. Tekstur dari Sunscreen ini gel namun beda dari gel moisturizer Wardãh yang Witch Hazel, tekstur gel Sunscreen ini lebih thick jadi agak terasa berat dan berminyak di kulit, harus di set pake bedak kalau dipake keluar. SPF 30 cukup untuk digunakan sehari-hari, hadir dengan packaging tube yang compact sehingga gampang di bawa keluar rumah.",3,Null
widiwin,19 - 24,"Sunscreen pertama yang aku punya (aku pake pas aku sma), di aku sunscreen wardah ini gak menimbulkan jerawat atau komedo sih. Tapi yang kurang aku suka dia itu greasy banget, apalagi kulitku juga oily kan jadi makin siang rasanya kurang nyaman pake ini. Suncreen wardah juga ninggalin white cast di aku.",3,Null
taary,19 - 24,"sebenernya enak sih, murah, gampang dicari trus kandunganmya juga gak berat tapi sayang dia bikin wajah makin berminyak setelah dipake, teksturnya juga lengket, lumayan lama keringnya .. buat jerawat aku makin banyak karena wajah makin berminyak",3,Null
mutiaranism,19 - 24,"aku repurchase baru ke 2x (sekarang) karna kadang aku pakai si acnes UV tint. sunscreen Wardah ini aku pakai kalo gak ada kegiatan keluar rumah, efek di aku melembabkan meskipun kadang2 sblmnya jd whitecast, tp setelah kelamaan nggak.. sejauh ini yg penting tidak memperparah jerawat di wajah kuuu",3,Null
ffaanny,18 and Under,"waktu itu mau beli sunscreen trus nyoba yang ini eh malah bikin bruntusan jerawat :( juga kalo diapply di muka ada white cast gitu , jadi ku kurang suka ,berujung akhirnya aku jual sunscreen nya 🙂🙂🙂",3,Null
thecolourlessglass,25 - 29,"Aku tuh punya love-hate relationship dengan produk ini. Aku pakai produk ini entah udah berapa tahun. Proteksinya oke. Teksturnya berat padahal klaimnya ini adalah gel. Lama banget meresapnya. Ada white cast-nya kalau kulit kamu gelap sepertiku. Ditambah lagi, suka pedih gitu di mata kalau aku lagi keringetan. Mungkin entah salah satu ingredient-nya yang menguap gitu sehingga iritan di mata. ",3,Null
luciamaulud,19 - 24,dimuka aku sih bikin jadi lembab sehat gitu ya cuman nggak sukak nya dia buat wajah ku jadi bruntusan gitu. aku pernah berhenti nyoba pas muka ku udah baikan aku coba pake lagi dong eh malah bruntusan lagi mngkin emang ga cocok diaku kali yak. tapi aku suka hasil nya ngelembabin gitu. ,3,Null
vibriani,18 and Under,"Teksturnya gel, harusnya cepet menyerap tapi pas aku pake rasanya malah bikin keringetan terus dan kerasa berminyak padahal kulitku normal. Jadi aku gak terlalu suka sama Wardah soalnya rasanya agak berat di kulitku. Repurchase? Maybe no",3,Null
itsme_dewy,19 - 24,Aku pake ini beberapa tahun lalu. Menurut aku dia krim lotionyaa sudah ckup encer jdi gampang meresap d kulit. Spf nya juga menurutku untuk kegiatan hari hari yg gak banyak outdoor udah pas. Cuman kekuranganya adalah mnurutku dia kyak bkin lengket greasy gtu kalo di pake bahkan untuk kulitku yg normal to dry. Menurut aku ini bakal kurang cocok untuk kulit berminiyak  tp kl kulit bner-bener kering justru bisa skalian ngelebapin. ,3,Null
ratughina,19 - 24,"Aku kasih bintang tiga karena di kulit aku yg normal to oily ini dia terlalu ngelembabin,jadinya kulit aku cepet banget oilynya😭so far aku cocok,ga bikin breakout,ga ninggalin whitecast,cepet nyerepnya.",3,Null
niaapakki,19 - 24,"honestly ini sunscreen pertama yang aku pake dan awalnya fine aja gitu. tapi lama kelamaan malah bikin muka berminyak, udah di bersihin juga masih rada berminyak gitu muka ku. dan sayangnya bikin bruntusan muncul, plus makin lama pake rasanya muka jadi rada berat. buat protection nya oke lah ya, harga juga oke, but repurchase? sorry but no :(",3,Null
nadyairsalina,25 - 29,"Ini adalah sunscreen pertama yang ku cobain sebelum akhirnya nyobain merk-merk lain. So far seingetku rasanya enak aja kok di muka. Gak bikin breakout tapi sayangnya agak nge whitecast. Tapi untungnya masih enak dipake di bawah makeup! Repurchase? Hmm maybe, depends on my mood 🌈",3,Null
Ms_Lovette,30 - 34,"duuullluu banget pernah sekali beli ini.. duuhh ga banget di muka gue.. nambah2in minyak.. udah kaya tambang minyak aja ni muka.. 🤦‍♀😅😅 selain itu, juga malah bikin mata perih ga tau kenapa ya.. ga enak deh pokoknya..",3,Null
lulukarima,18 and Under,sun screen pertama yang aku punya. overall aku lumayan suka. mukaku bener bener ga belang. ga nimbulin masalah kulit. kekurangnya agak terasa berat aja kalo dipakai. dengan harga yang murah cocok banget buat dipakai sama mahasiswa atau pelajar.,3,Null
bacidundut,25 - 29,"Pernah pake ini dulu banget. Pas awal-awal oke, aman di muka. Tapi lama-kelamaan malah jadi berminyak banget muka aku tuh. aku kerudungan kan anaknya, masih agak sedikit belang sih walau gak terlalu. antara produknya ga ngefek ke aku, atau kulit aku yg gampang angus, atau matahari di kotaku yang kelewatan. hvft.",3,Null
andiaudiafni,18 and Under,"Sunscreen pertama aku, seminggu pakai baik2 aja tp setelah minggu kedua mulai bruntusan di muka aku dan tumbuh jerawat2 kecil, dan ss ini sangat berminyak dan lengket bgt di muka oily ku, kek di tumpahin minyak klo sdh pake ini huhu",3,Null
sinthadf,25 - 29,"Dulu aku sempat pakai ini tiap mau keluar dan olahraga. Nggak bikin jerawatan memang di muka aku, tapi aku kurang suka teksturnya. Pake ini sebentar setelah diluar muka jadi minyakan gitu, gak nyaman aja sih.",3,Null
Nabila_Sharliz,18 and Under,"Sunscreen pertama yang aku cobain, dan ternyata aku kurang suka sama sunscreen ini. Di kulitku dia emang nggak ngasih reaksi apa apa, tapi mungkin karena kulitku ini oily jadinya dia lengket di kulitku terus ada whitecastnya. Harganya sih murah ya, tapi not my favorite over all.",3,Null
putique,19 - 24,"Ini sunscreen pertama aku dan emang bikin kulit aku berminyak banget, dulu aku santuy aja gitu ya biarinlah, tapi makin lama ko muka aku makin kusam terus ada bintil2 kek bruntusan gitu, ahirnya aku stop deh.",3,Null
mdtfrd,19 - 24,"sebenernya kalo dari merknya ngga perlu diragukan lagi lah ya. produk dari brand yang besar gais. aku sukaa sebenernya sama doi ini, cuma mungkin ada white cast gituu kalo dipake. terus karena kulitku kombinasi normal to oily, kadang malah buat nambah wajahku minyakan. but masih tetep sukaa, pricenya pelajar bgt!!",3,Null
salwanbils,18 and Under,huaa hampir lupa sama sunscreen inii. jaman smp bgt sihhh. even wktu smp suka di razia tapi akunya ga kapok krn ini emg bgus bgtt dulu suka repurchase. skg baru inget lagi prnh pake ini. kmgkinan nyoba lagi keknya,3,Null
simplyrania,30 - 34,"Sunscreen ini biasa-biasa aja sih. Teksturnya creamy agak thick, tapi mudah diaplikasikan dan cukup cepat menyerap. Ngga meninggalkan white cast. Aromanya juga biasa aja. Untuk pemula, bisa coba produk ini karena mudah banget didapat dan harganya terjangkau.  ",3,Null
musrifatunnisa,25 - 29,"harganya affordable, tekstur ringan, cuma kurang nyaman pas abis pake ini tuh bikin muka keliatan kusem alias oksidasi dan sedikit lengket. Segini kulitku kombinasi, gak tau deh kalo di kulit yg berminyak finishnya bakal gimana. terus dia juga white cast di aku.. beli ini sampe berkali-kali padahal gak pernah abis, dengan harapan siapa tau cocok wkwk tapi ternyata emang gak bisa dipaksain kalo gak nyaman.",3,Yes
mhrdwi25,19 - 24,"sebenernya udah lama pake ini terus ganti pke nivea yg sun serum dan kemaren kaya ada fungal acne di muka, setelah cek di skincarisma ternyata ini safe buat fungal acne jadi balik lg deh. enak si ringan, ga terlalu lengket, gada whitecast juga, cuma ya perasaan tiap pake ini komedo di idung makin byk :(",3,Null
alison89,19 - 24,"So big no sih, why? Karena terlalu lengekt kalo di wajah aku tapi tekturnya lumayan ringan . Dan menurutku ga terlalu ngaruh si buat lindungi wajah ku. Jadi yah ga akan beli lagi sihh . Sorry wardah :(",3,Null
khansagabril,25 - 29,"ini sih sunscreen andalan umi aku, tp aku sendiri sih kurang suka karena bikin mukaku makin berminyak dan abu abu gitu huhuuu                                                                           ",3,Null
puspaanya,19 - 24,"sunscreen pertamaku, awalnya ga tau apa apa tentang ss jadi ini ss pertamaku wkwk. jujur sih enak enak aja pas dipake tapi teksturnya putih banget dan rada susah diblend, kental banget beda ama yg emina atau biore. repurchase? no ya maaf aku lebih milih emina atau biore yg mahalan dikit :(",3,Null
gwennnnnn,18 and Under,"Ga cocok sama sunscreen ini.... padahal ratingnya di female daily lumayan tinggi, harganya murah. Mungkin cocok buat yang normal skin dan kulit yang ga berjerawat. 

Ga repurchase kayaknya..............",3,Null
GigiT_13,25 - 29,Ini sunscreen pertama yg aku punya. Beli ini krn keracunan sm review org2 yg katany bgs dan hargany jg terjangkau. Wkt d pk bikin muka jd putih dan oily. Bikin mukaku yg pada dasarny udh oily jd makin oily. Untungnya ga bikin mukaku beruntusan. Ada wanginya juga.,3,Null
